restaurant_name,original_category,standard_category,item_type,item_name,grammage,description,price_ron,currency,scraped_at
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Ciorbă țărănească cu afumătură,,"Ciorbă țărănească cu afumătură - un gust autentic și plin de savoare, ca pe vremea bunicii. (420g)",29.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Ciorbă de perișoare,420g,,27.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Supă cremă de legume și crutoane,,"Legume atent alese, transformate într-o supă cremă fină, cu crutoane crocante deasupra. (440g)",26.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Borș cu carne de porc cu sfeclă,440g,,29.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Meniu degustare ciorbe,,(5x90g=450g) - Ciorbă de burtă - Ciorbă de văcuță - Ciorbă țărănescă cu afumătură - Ciorbă rădăuțeană - Ciorbă de perișoare,68.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Biban de mare cu ierburi la grătar,260g,,56.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,File de somon dulce picant pe pat de baby spanac și sfeclă roșie,,"Somon dulce-picant, așezat pe un pat fresh de baby spanac și sfeclă roșie – echilibrul perfect între gust și prospețime. (180g/30g/30g)",68.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Crap în crustă de mălai cu mămăligă și mujdei,,(160g/300g/50g),54.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Păstrăv la grătar cu mămăligă și mujdei de usturoi,,"Păstrăv la grătar, însoțit de mămăliguță caldă și mujdei aromat – combinația pe care o vei iubi. (260g/300g/60g)",54.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Hamsii cu mămăligă și mujdei de usturoi,,"Hamsii crocante, alături de mămăligă fină și mujdei aromat - gustul tradiției în farfurie. (200g/300g/70g)",36.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Saramură de crap cu mămăliguță,,(180g/300g),59.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Sarmale cu varză și mămăligă,,"(3*55g/110g/300g) sau (5*55g/150g/300g) Sarmale tradiționale învelite-n savoare, servite cu mămăliguță caldă - gustul care aduce acasă.",42.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Tigaie picantă cu turtă țărănească,,"(240g/90g) Trei feluri de carne rumenite cu legume și condimente, servite cu turtă țărănească caldă - o tigaie plină de gust.",54.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Ficăței la tigaie,240g,"Ficăței fragezi, gătiți simplu și gustos.",42.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Garnituri,Garnitură,Rasol de vită cu piure,570g,"Rasol de vită cu piure, o combinație fragedă și gustoasă, numai bună pentru o masă sățioasă.",74.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Ciolan afumat,650g,"Ciolan afumat generos, servit cu garnitura ta preferată - mâncare de varză, iahnie sau cartofi prăjiți.",68.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Gulaș ardelenesc,480g,"Gulaș ardelenesc, bogat și aromat - gustul care aduce căldură în farfurie",54.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Pastramă de oaie cu mămăligă,,(150g/300g),64.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Garnituri,Garnitură,Friptură de porc la cuptor cu piure de trufe,,"(180g/300g) Friptură suculentă de porc la cuptor, servită cu piure fin de trufe – un răsfăț gourmet în fiecare îmbucătură.",52.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Tocăniță cu ciuperci și mămăligă,,"(300g/300g) Tocăniță de ciuperci gătită domol, servită cu mămăligă caldă - mâncare de suflet, fără carne.",36.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Carne de porc la garniță cu mămăliguță,,(220g/300g),56.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,"Tocăniță de pui ""A la Cotnari""",250g,"Ingrediente - pulpe de pui, roșii, smântână, vin alb, unt, mărar, p ătrunjel , sare.",42.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Saramură de pui,,"(240g/300g Ingrediente - pulpe de pui dezosate 240 g, saramură din legume (apă, roșii, ardei gras, ceapă, ardei kapia, usturoi, sare, piper",45.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,"Meniu degustare ""Mâncare românească""",,(6X150g) - Pastramă de oaie cu mămăliguță - Ciolan afumat cu iahnie de fasole - Sarmale cu varză și mămăliguță - Tocăniță de pui ca la Cotnari - Gulaș ardelenesc - Friptură de porc cu piure cu trufe,82.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Salată Caesar,270g,"Salată Caesar clasică - piept de pui fraged, salată crocantă, crutoane și dressing cremos cu anșoa.",46.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Salată cu somon afumat,450g,"Somon afumat, salată verde și un sos savuros - un bol plin de prospețime și omega-3.",48.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Salată cu sardine,450g,"Salata French Mix ( valeriană, rucola, baby batavia, baby spanac - 80g), roșii, sardine în ulei , castraveți, zeamă de lămâie, ceapă, măsline, oțet balsamic, zahăr, sare, piper.",44.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Salată vegetariană cu năut,280g,"Ingrediente - boabe de năut 120g, fasole verde*, ardei gras roșu, ceapă, morcovi, ulei de măsline, suc de lămâie, usturoi, pătrunjel proaspăt, oregano uscat, sare",39.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Salată fitness,300g,"Ingrediente - Salata French Mix 80g (valeriană, rucola, baby batavia, baby spanac), ou pane (ou, pesmet, ulei), castraveți, grefe, măsline kalamata, roșii uscate în ulei, ulei de măsline, semințe de susan, sare.",39.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Burger de vită Black Angus,310g,Burger suculent din vită Black Angus servit cu cartofi prăjiți aurii.,56.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Preparate la Grătar & Mici,Friptură / Grătar,Crochete din piept de pui,210g,"Crochete fragede din piept de pui, crocante la exterior și gustoase în interior.",36.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Burger de berbecuț,335g,"Burger din carne de berbecuț, cu gust intens și autentic, servit cu cartofi prăjiți aurii.",54.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Aripioare de pui pane cu cartofi prăjiți,,"(7x30g/200g/50g) Aripioare de pui crocante, servite cu cartofi prăjiți aurii și sos - plăcerea aia simplă și bună.",36.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Șnițel de pui,,"Clasicul iubit de toți - șnițel de pui crocant la exterior, fraged la interior.",34.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Halloumi Burger,280g,"Burger cu Halloumi la grătar, cremos și crocant, servit cu cartofi prăjiți aurii.",54.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Șnițel de porc,,"Șnițel de porc bine bătut și rumenit, exact cum îl știi din copilărie.",34.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Brânză Halloumi la grătar,,(130g/45g) Halloumi rumenit pe grătar - brânză care scârțâie frumos și merge cu orice.,38.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Preparate la Grătar & Mici,Mici,Mititei,,"1 buc (75g) Mititel simplu, fraged și plin de savoare, exact ca la grătarul de acasă.",10.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Cârnați & Platouri,Platou,Platou ca la mama acasă,,"Pentru 1-2 persoane (1455g) Un platou generos cu tot ce trebuie: pui, ceafă, mititei, cârnați, cartofi cu brânză și murături – gusturi bine alese, porție pe măsură.",145.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Frigărui de berbecuț,,"(145g/300g) Frigărui de berbecuț servite cu mămăligă, fragede și pline de aromă.",64.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Cotlete de Berbecuț,250g,"3 bucăți de cotlet de berbecuț, fragede și pline de savoare *garnitura nu este inclusă",58.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Ceafă de porc,180g,"Ceafă de porc fragedă, rumenită cât trebuie - simplu și bun.",42.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Cotlet de porc cu os,230g,"Cotlet de porc cu os, suculent și cu gust intens - clasicul care nu dă greș.",54.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Antricot de vită,150g,"Antricot fraged și suculent, gătit cât să-și păstreze toată savoarea.",89.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Preparate la Grătar & Mici,Friptură / Grătar,Piept de pui,160g,"Piept de pui fraged și aromat, perfect pentru orice poftă.",38.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Pulpe de pui dezosate,240g,"Pulpe de pui dezosate, suculente și pline de savoare.",39.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Cârnați & Platouri,Cârnați,Cârnați sibieni afumați proaspeți,170g,"Cârnați proaspeți, rumeniți și gustoși.",39.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Cârnați & Platouri,Cârnați,Cârnați de Pleșcoi,150g,"Cârnați de Pleșcoi, picanți și bine condimentați - gust românesc cu tradiție.",42.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Cârnați & Platouri,Cârnați,Cârnați thuringer,210g,,42.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Cârnați & Platouri,Cârnați,Cârnați cu cașcaval,200g,,42.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Cârnați & Platouri,Cârnați,Meniu degustare cârnați,350g,- Cârnați de pleșcoi - Cârnați sibieni afumați - Cârnați cu cașcaval - Cârnați thuringer,75.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Iahnie de fasole,300g,"Fasole fiartă domol, cu sos legat și arome simple, dar pline.",18.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Garnituri,Garnitură,Piure de cartofi,300g,"Piure de cartofi cremos și fin, gata să completeze orice fel principal.",16.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Cartofi prăjiți cu brânză tare,250g,"Cartofi prăjiți crocanți, cu brânză tare rasă din belșug - combinația care merge mereu.",16.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Sparanghel la tigaie,100g,"Sparanghel rumenit ușor, cu gust proaspăt și delicat.",22.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Garnituri,Garnitură,Orez basmati,250g,"Orez basmati aromat, perfect pentru orice preparat.",16.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Mâncare de varză,300g,"Mâncare de varză gustoasă, cu aromă blândă și textură fină.",18.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Mămăligă,300g,"Mămăligă pufoasă și caldă, nelipsită de pe o masă bună.",10.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Legume la grătar cu dressing de busuioc,,"(220g/20g) Legume rumenite ușor pe grătar, cu un strop de dressing de busuioc – simple și pline de gust.",22.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Papanași cu smântână și dulceață,,"(1x150g/50g/50g) sau (2x150g/100g/100g) Papanași moi, îmbrăcați în smântână cremoasă și dulceață aromată.",21.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Gogoși ca la mama,,"(5x50g) Gogoși pufoase și rumene, exact ca cele făcute acasă.",29.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Clătite cu dulceață,,"(2x80g) Două clătite fine, umplute cu dulceață ce-ți aduce zâmbetul pe buze.",20.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Clătite cu brânză și stafide,340g,Clătite delicate cu umplutură fină de brânză și stafide dulci.,28.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Plăcintă cu brânză,200g,,25.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Salată de sezon,300g,,16.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Salată de ardei copți,,(200g/20g/20g),22.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Salată de sfeclă roșie cu hrean,220g,,18.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Salată verde cu dressing de lămâie,,(150g/30g),15.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Salată de castraveți murați,200g,,16.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Salată de varză,260g,,16.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Turtă țărănească,90g,,12.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Chiflă ciabatta,60g,,4.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Mix de pâine cu maia,,"Făină integrală, cu semințe și cu hrișcă (125g)",12.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Sos cedar,50g,,8.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Sos calipso,50g,,8.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Sos sweet chili,50g,,8.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Sos de maioneză,70g,,8.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Sos de maioneză cu usturoi,70g,,8.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Mujdei de usturoi,70g,,8.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Ketchup dulce/picant,50g,,8.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Sos de smântână cu usturoi,70g,,8.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Smântână natur,70g,,8.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Brânză telemea,50g,,8.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Unt,40g,,8.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Ardei iute,,1 buc,2.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Răsfăț Fetească Neagră - marcă proprie LaMama,,750 ml,85.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Răsfăț Rose Fetească Neagră - marcă proprie La Mama,,750 ml,85.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Răsfăț Fetească Regală - marcă proprie La Mama,,750 ml,85.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Răsfăț Frâncușă spumant - marcă proprie La Mama,,750 ml,75.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Apă plată,,sticlă (330 ml),13.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Apă minerală,,sticlă (330 ml),13.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,Pepsi,,sticlă (250 ml),14.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,Pepsi Twist,,sticlă (250 ml),14.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,Pepsi Zero Zahăr,,sticlă (250 ml),14.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,Mirinda,,sticlă (250 ml),14.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,7 Up,,sticlă (250 ml),14.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,Prigat nectar portocală,,sticlă (250 ml),14.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,Prigat nectar piersici și caise,,sticlă (250 ml),14.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Băuturi Răcoritoare & Cafea,Răcoritoare / Cafea,"Prigat nectar banana, măr și căpșuni",,sticlă (250 ml),14.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Băutură tonică Franklin&Sons,200 ml,,22.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Băutură tonică SOKA Elixir,,fără zahăr (330 ml),24.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Socată artizanală,275 ml,,24.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Ginger Beer,200 ml,,22.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Preparate la Grătar & Mici,Friptură / Grătar,Meniu Crispy din piept de pui,,- crispy din piept de pui (440g) - cartofi prăjiți (500g) - sos ketchup (70g) - sos maioneză cu usturoi (70g) *Disponibil exclusiv pentru comenzile online!,49.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Meniu Crispy din pulpă de pui,,- crispy din pulpă de pui (440g) - cartofi prăjiți (500g) - sos ketchup (70g) - sos maioneză cu usturoi (70g) *Disponibil exclusiv pentru comenzile online!,49.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Pachet MamaBox 1,,Pachetul conține: - MamaBox Șnițel - MamaBox Dovlecei pane - MamaBox Gogoși GRATIS,183.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Pachet MamaBox 2,,Pachetul conține: - MamaBox Chiftele - MamaBox Cartofi Prăjiți - MamaBox Gogoși GRATIS,186.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Pachet Oala cu Răsfăț 1,,Pachetul conține: - Oală cu ciorbă de văcuță - Tavă cu gulaș ardelenesc - Tavă cu 10 clătite GRATIS,260.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Pachet Oala cu Răsfăț 2,,Pachetul conține: - Oală cu ciorbă de perișoare - Oală cu tocăniță de cartofi cu carne de porc - O sticlă de vin din Gama Răsfăț GRATIS,220.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,MamaBox chiftele,,"Ingrediente: Carne de porc, oua, ceapa, usturoi, lapte, paine, patrunjel, sare, piper, ulei Gramaj - 1000g",128.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,MamaBox Șalău Pane,,"Ingrediente: File de șalău*, oua, faina, pesmet, sare, piper, ulei Gramaj - 850 g",165.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,MamaBox șnițele de pui,,"Ingrediente: Piept pui, oua, faina, sare, piper, ulei Gramaj - 900 g",125.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,MamaBox Cartofi Prăjiți cu Brânză Tare (770g/30g),,,58.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,MamaBox crochete de pui (840g),,,120.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,MamaBox gogoși ca la mama (9x50g),,,52.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Oală cu ciorbă țărănească cu afumătură,,"Descriere: Unul din cele mai bine păstrate secrete din bucătăria noastră, rețeta aparține mamei proprietarului restaurantelor, Cătălin Mahu. Ingrediente : Coasta de porc afumata - 600g , Cartof albi - 600g , Smantana 30% - 600g , Bors Olympia - 360g , Rosii in bulion - 300g , Oua de gaina - 180g , Ceapa – 96g , Morcovi – 66g, Radacina de telina – 60g , Ulei floarea soarelui – 60g, Pastarnac radacina -54g, Radacina de patrunjel -54g, Frunze de patrunjel Gramaj - 2420g Produsele din categoria Mancare la Oala se pot livra in termen de 24 ore de la primirea comenzii.",130.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Oală cu sarmale cu varză,,"Descriere: Clasice dar la noi gustoase foc pentru ca punem carne de vita si porc, iar in oala printre sarmale punem din belsug costita afumata, pentru gustul ca la mama. Ingrediente: Carne tocata de vita si porc, costita afumata, slanina afumata, ceapa, varza murata, orez, pasta de tomate, piper, cimbru. 20 buc*55g/500g",145.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Tavă cu ceafă de porc la cuptor,,"Descriere: Bucată întreagă de ceafă de porc, fragedă si gustoasa, stropita cu condimente si lasata la cuptor pana se desavarseste. Ingrediente: Ceafa de porc, ulei, usturoi, vin, mustar, sare, piper, foi de dafin, cimbru. Gramaj - 800 g",145.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Cârnați & Platouri,Cârnați,Tavă cu cârnați proaspeți la grătar,,"Ingrediente: Carne de porc (Cârnați Sibieni: spata de porc 85%,apa, sare,usturoi, piper, fibra de ovaz), condimente Gramaj - 1000g",140.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Tavă cu somon la cuptor,,"Descriere: File de somon la cuptor, frumos rumenit, cu accente dulci si picante. Gramaj - 800g",225.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Tavă cu salată de Boeuf,,"Descriere : Pentru noi masa ta este festivă oricând, nu doar de Paște sau Revelion și știm că te bucuri mereu de o salată de boeuf gustoasă. Ingrediente : Pulpă de vită, cartofi, morcovi, mazăre, gogoșari in oțet, castraveți în oțet, muștar, maioneză, măsline, sare, piper. Gramaj - 1000g",120.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Aperitive & Gustări,Aperitiv / Gustare,Tavă cu salată de vinete cu ceapă,,"Descriere: clasica salată de vinete, cu ceapă și roșii, gustarea răsfăț pentru orice anotimp. Ingrediente : vinete, ulei, ceapă, roșii. Gramaj - 1000g",110.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Sosuri & Extra,Sos / Extra,Tavă cu fasole bătută cu sos de ceapă călită,,"Descriere : Tartinabilă sau nu, fasolea bătută este un aperitiv consistent și foarte gustos. Ingrediente: fasole uscată, usturoi, pastă de tomate, ceapă, ulei. Gramaj - 1050g/150g",100.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Oală cu ciorbă de văcuță (2450g),,Produsele din categoria Mancare la Oala se pot livra in termen de 24 ore de la primirea comenzii.,128.0,RON,2026-09-04T14:33:41.794Z
La Mama,Meniu General,Mâncăruri Gătite & Specialități,Mâncare Gătită,Oală cu ciorbă de perișoare (2400g),,Produsele din categoria Mancare la Oala se pot livra in termen de 24 ore de la primirea comenzii.,115.0,RON,2026-09-04T14:33:41.794Z
